loss,accuracy,val_loss,val_accuracy,epoch,model_name,dataset,batch_size,max_length,learning_rate,seed
0.0043850943046705405,0.9987824615064812,0.4292397193078484,0.9438073394495413,26,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.004930690352790027,0.9987527654456636,0.38113128965986626,0.9529816513761468,27,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.007091671289423162,0.9980846040772692,0.3828246843601976,0.9426605504587156,28,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.006928082402408977,0.9976243151345974,0.3762407721951604,0.9461009174311926,29,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.004971795513641948,0.998604285141576,0.366498809839998,0.9495412844036697,30,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.004918498027352993,0.9985448930199409,0.36560555307992865,0.9518348623853211,31,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.003309407162301977,0.9990497260538389,0.3867742101262723,0.9529816513761468,32,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0027037620235993913,0.9994209268140581,0.4426217743062547,0.9472477064220184,33,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0037830474401016113,0.9991388142362916,0.4322127429768443,0.9518348623853211,34,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.004983295749202636,0.9985597410503497,0.4268716114706227,0.9472477064220184,35,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.004576839720932461,0.9987082213544374,0.44945994964135544,0.9495412844036697,36,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.003500769740230356,0.9991833583275178,0.38515401245760067,0.9518348623853211,37,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0037122013282250726,0.9991388142362916,0.4545349444129637,0.9495412844036697,38,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.003564880927965889,0.9991388142362916,0.47969966541443554,0.948394495412844,39,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.005096159682239571,0.9984261087766708,0.41262461205146145,0.9426605504587156,40,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.003311090652283111,0.9990051819626127,0.4374071347660252,0.9518348623853211,41,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0011060105418238412,0.9996733433310071,0.47143644546823843,0.9529816513761468,42,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0019370077802556263,0.999495166966102,0.4603398096348558,0.9529816513761468,43,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0015055427814639625,0.9996436472701896,0.4757537581026554,0.9575688073394495,44,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.002484451950806461,0.9994803189356932,0.44531070108392407,0.9495412844036697,45,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.005560183157865621,0.9984558048374883,0.408747104262667,0.9564220183486238,46,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0032104923823117176,0.9990645740842478,0.4359369635848062,0.9552752293577982,47,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0020378774422444316,0.9995100149965107,0.45232647244951557,0.9552752293577982,48,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0008437957331926229,0.9997772795438685,0.4860130190583212,0.9529816513761468,49,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0015366591746609707,0.9996287992397809,0.4195492324818458,0.9587155963302753,50,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.004073011768631424,0.9989012457497513,0.37189662137201857,0.9518348623853211,51,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.003919494811337174,0.9989012457497513,0.4494486761146358,0.9472477064220184,52,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0018791535357495527,0.9994209268140581,0.45536579032029423,0.9541284403669725,53,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0010142489532899166,0.999688191361416,0.41025468467601706,0.9552752293577982,54,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0007002978730730263,0.9998960637871387,0.4090933453823839,0.9587155963302753,55,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0003564787106018072,0.9998812157567298,0.436051884266947,0.9575688073394495,56,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0002774825876059797,0.9999109118175474,0.4229681949530329,0.9575688073394495,57,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0003041200881669914,0.9998960637871387,0.47480431611516644,0.9587155963302753,58,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00023712175924004933,0.9999109118175474,0.4491309000711356,0.9575688073394495,59,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00028525325874711067,0.9999109118175474,0.4680538522079587,0.9552752293577982,60,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00035015155789121596,0.9998812157567298,0.4891720877162048,0.9564220183486238,61,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00032187407844129734,0.9998812157567298,0.48179072327911854,0.9587155963302753,62,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.004221409839878897,0.9987230693848461,0.5188058195635676,0.9472477064220184,63,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.008512575628850919,0.9976243151345974,0.44467416325850145,0.9529816513761468,64,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0017605242352587594,0.999554559087737,0.4634454553680761,0.9564220183486238,65,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.000511467689496184,0.9997921275742773,0.47153573110699654,0.9541284403669725,66,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00021579428822958479,0.9998663677263211,0.49561462950493607,0.9552752293577982,67,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00018944705279961354,0.9998960637871387,0.5036143414410097,0.9552752293577982,68,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0001835676438296189,0.9999109118175474,0.5119276399325047,0.9552752293577982,69,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00017691700108323885,0.9999109118175474,0.5251061750043716,0.9552752293577982,70,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00019374296225894237,0.9998960637871387,0.5365567687632782,0.9552752293577982,71,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00020300580047264994,0.9998960637871387,0.5380645780158895,0.9552752293577982,72,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00020209667617858068,0.9998960637871387,0.5672694187877434,0.9587155963302753,73,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0002197700478166125,0.9998812157567298,0.5819826973602176,0.9564220183486238,74,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.000229577716541532,0.9999109118175474,0.5685893388997231,0.9529816513761468,75,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00018823966594616693,0.9999109118175474,0.5828082061239651,0.9564220183486238,76,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00024028083507779454,0.9998812157567298,0.592840027064085,0.9575688073394495,77,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.006262499993919194,0.9982627804421743,0.4676900636404753,0.9415137614678899,78,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0017718357853477981,0.999495166966102,0.5243818443268538,0.9472477064220184,79,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0014670503678341864,0.9996139512093721,0.5304511201434902,0.948394495412844,80,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00048238908217483227,0.9998515196959123,0.5503846156810012,0.9529816513761468,81,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0001945951263973464,0.9998515196959123,0.562063368037343,0.9506880733944955,82,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00018006606932778979,0.9998663677263211,0.5803339905770761,0.9529816513761468,83,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00014689844036339328,0.9998663677263211,0.5917559409780162,0.9529816513761468,84,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00015353660960164988,0.9998960637871387,0.6038855323567986,0.9529816513761468,85,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00014937540353821748,0.9998960637871387,0.6133368370522346,0.9529816513761468,86,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00015258049406341963,0.9999109118175474,0.6146712815389037,0.9529816513761468,87,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00017319902071471862,0.9998812157567298,0.6230267319562179,0.9529816513761468,88,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00017179072184703327,0.9998663677263211,0.63671081459948,0.9518348623853211,89,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00016193991543184114,0.9998812157567298,0.6359123059415391,0.9529816513761468,90,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0001511506270248642,0.9998960637871387,0.6345151451283267,0.9529816513761468,91,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0001740857796146661,0.9998663677263211,0.6528068681114486,0.9529816513761468,92,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0019616804004858653,0.9994060787836494,0.5224962439388037,0.9495412844036697,93,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00360265986824125,0.9992130543883354,0.5880913906065481,0.9506880733944955,94,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0004107006013852876,0.999806975604686,0.5844171761668154,0.9495412844036697,95,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00019924285259207593,0.9998663677263211,0.5916989208864314,0.948394495412844,96,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00014081841762167416,0.9999257598479562,0.6113596386941416,0.9506880733944955,97,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00013528505681313082,0.9998960637871387,0.61953710884388,0.9495412844036697,98,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00013450040744179408,0.9998812157567298,0.6434941910473364,0.9518348623853211,99,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0001357130322025166,0.9998812157567298,0.6372489885294012,0.9472477064220184,100,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00013351889149984693,0.9998960637871387,0.6513916442969016,0.948394495412844,101,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00012388542023114224,0.9999406078783649,0.669550242567701,0.9506880733944955,102,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00014057387281307223,0.9998812157567298,0.6744829123573644,0.9506880733944955,103,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0001451704013591682,0.9998515196959123,0.6759507275585618,0.9506880733944955,104,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00013778749994529946,0.9999257598479562,0.6714147828253252,0.9518348623853211,105,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0001444189814424432,0.9998960637871387,0.6734314825651901,0.9472477064220184,106,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00015242794770256403,0.9998663677263211,0.6925570467220885,0.9495412844036697,107,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00014913430457038932,0.9998515196959123,0.6974570570247514,0.9506880733944955,108,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00013668511756849115,0.9999109118175474,0.6960833615490368,0.9506880733944955,109,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00015507696012932823,0.9998812157567298,0.7044271290568369,0.9518348623853211,110,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00014255873672685244,0.9998960637871387,0.716834875755012,0.9518348623853211,111,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00014965114960194766,0.9998812157567298,0.7180273736427937,0.9495412844036697,112,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0001444836374982802,0.9998812157567298,0.722092341764697,0.9495412844036697,113,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00013462390572408314,0.9999109118175474,0.7175129616100874,0.9529816513761468,114,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0001468818057899824,0.9998960637871387,0.7285839734332902,0.9518348623853211,115,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0001443436870935229,0.9998812157567298,0.7174749995714852,0.9529816513761468,116,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00013804352569331998,0.9999109118175474,0.7450999589636922,0.9541284403669725,117,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00022170620173719271,0.9998515196959123,0.7625525835901499,0.9552752293577982,118,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.000749683222367752,0.9997475834830509,0.6741950244509748,0.9529816513761468,119,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0007623322629143845,0.9998366716655036,0.6612989953053849,0.948394495412844,120,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0001273908580627775,0.9998812157567298,0.673066934304578,0.9529816513761468,121,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00011737201884919843,0.9998663677263211,0.6787836847028562,0.9529816513761468,122,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00011611336330430285,0.9998812157567298,0.683382707115795,0.9529816513761468,123,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00011414521048409063,0.9998812157567298,0.690352438017726,0.9529816513761468,124,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00011641600140483249,0.9999109118175474,0.6900957354477474,0.9529816513761468,125,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00011588546478331177,0.9998812157567298,0.6953186481924993,0.9518348623853211,126,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00011673000912000266,0.9998812157567298,0.6994749423382538,0.9529816513761468,127,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00011558571320329304,0.9998663677263211,0.7027448963906083,0.9529816513761468,128,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00011588810952442492,0.9998812157567298,0.710835394449532,0.9529816513761468,129,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0001147314256375179,0.9998812157567298,0.7134559425924506,0.9529816513761468,130,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0001164966990047976,0.9998663677263211,0.7132623783711877,0.9529816513761468,131,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0001145028195598528,0.9998960637871387,0.7227543378248811,0.9552752293577982,132,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00011334888676674544,0.9999257598479562,0.7194090763639126,0.9552752293577982,133,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00011548330020734647,0.9998960637871387,0.7253845310104745,0.9552752293577982,134,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00011726618124920133,0.9998663677263211,0.7242985958499568,0.9541284403669725,135,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00011792944919305427,0.9999109118175474,0.7342633900365659,0.9552752293577982,136,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00011555496719126016,0.9998960637871387,0.7357632283653531,0.9552752293577982,137,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00011644919487486305,0.9998812157567298,0.7333445368068559,0.9529816513761468,138,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00011292705134344687,0.9998960637871387,0.7386520204267332,0.9541284403669725,139,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00011334007846299296,0.9998663677263211,0.7423908160999417,0.9541284403669725,140,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00011068156382816705,0.9998812157567298,0.744745999175523,0.9541284403669725,141,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00011241184011356248,0.9998663677263211,0.7486656776496342,0.9541284403669725,142,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00011181246606004729,0.9998960637871387,0.7461300831554192,0.9541284403669725,143,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00010919612958250297,0.9998812157567298,0.7480048956349492,0.9541284403669725,144,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00010978462120389619,0.9999109118175474,0.7524254669302276,0.9541284403669725,145,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00010841058084913784,0.9998663677263211,0.752335626365883,0.9541284403669725,146,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00010746438938990781,0.9999109118175474,0.7540529230609536,0.9541284403669725,147,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0001056634982696651,0.9999109118175474,0.7556723204574415,0.9541284403669725,148,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.0001046970663614341,0.9999109118175474,0.7553037302568555,0.9541284403669725,149,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
0.00010387029403165751,0.9998960637871387,0.7554015056895358,0.9541284403669725,150,Qwen/Qwen3-4B-Thinking-2507,SST-2,32,128,0.0001,42
